paragraph_text,paragraph_index,book_name
    “这些年，孔家过于无欲无求，很少亲自下场干涉。目前，真正能帮他脱离文界人身份的，只有诸位半圣，诸位也知道，孔家家主虽有半圣的力量和地位，但没有真正的圣道，恐怕无法帮他改变躯体。所以，或许他主动找上宗家……不，或许是庆君主动找上他，答应帮他重塑身躯，可以自由来去于圣元大陆，不受限制。”,7, 第1711章 加封太傅
    “啊？这么说的话，庆国一直支持张龙象担任四大才子之首，是因为双方早就狼狈为奸？”,8, 第1711章 加封太傅
    “除此之外，找不到其他解释。”,9, 第1711章 加封太傅
    这时候，一个举人道：“在论榜之上，有人给出另一个可能。”,10, 第1711章 加封太傅
    问友居的众人望向那个举人。,11, 第1711章 加封太傅
    “那人说，‘欲济无舟楫，端居耻圣明。坐观垂钓者，徒有羡鱼情’这四句话并非是张龙象在攻击方运与景国，也并非在吹捧庆君和庆君身后那人。原因很简单，张龙象当年饱受楚王打压，内心对楚国甚至文界都产生反感。现在的张龙象，无论是实力还是文才，文界都已经难以容纳，所以他决定走出文界，在圣元大陆定居。”,12, 第1711章 加封太傅
    那举人又看了一眼论榜上的内容，继续复述道：“那人说，且不说张龙象如何能在圣元大陆长期居住，只说张龙象此人，必然是个有抱负的天才。身为文界天才，走出文界进入圣元大陆，最想做的是什么？自然是与圣元大陆的天才们一较高下，扪心自问，大家如果是张龙象，在文界成名、两界山立功后，想不想与方虚圣文比？更何况，目前为止，张龙象攻击过方虚圣吗？”,13, 第1711章 加封太傅
    酒楼中的宾客哑口无言，虽然张龙象与方运的文名之争持续数年，但张龙象并没有出面攻击过方运，方运也没有攻击过张龙象，双方并未交恶，只因竞争四大才子之首被众人误以为水火不容。,14, 第1711章 加封太傅
    “那人最后道，末尾四句，与庆君无关，应该解释成，人族在众圣的治理下，清明昌盛，他留在文界无所事事感到羞耻，想要彻底打破两界的限制却没有办法，看到方运等圣元大陆天才尽情发挥才学，他却无法摆脱文界之身，只能空有羡慕之情。那人说，这首诗表面是说赠庆君，主要是在诉说自己无法摆脱文界，不能像正常的人族天才一样纵横圣元大陆。张龙象不赠庆君，难道赠方运？难道要赠宗圣？”,15, 第1711章 加封太傅
    这种解释一出，酒楼内轻咳连连，许多人面色微红。,16, 第1711章 加封太傅
    “或许是我等误会张鸣州了。”,17, 第1711章 加封太傅
    “的确，看他的诗，刚正质朴，大义凛然，不像是献媚庆君之人。”,18, 第1711章 加封太傅
    “不错，能被方虚圣下战书的对手，总归还是有点骨气的。”,19, 第1711章 加封太傅
    “张总，你意下如何？”,20, 第1711章 加封太傅
    张宗石眉头微皱，没有立即开口。,21, 第1711章 加封太傅
    在场人都感觉到张宗石的为难，张宗石毕竟是跟方运有了关系，反对张龙象很正常，但若是过于极端，反而会对方运不利。,22, 第1711章 加封太傅
    张宗石轻轻摇头，道：“在下还是坚持之前的看法，这首诗，既然明说赠庆君，那么必然会跟庆君有莫大的关系。可惜，午间的会晤在下无权参与，只能等晚间中秋文会正式开场，才能知道结果。”,23, 第1711章 加封太傅
    酒店掌柜笑呵呵走出大门，望着天空道：“看这时辰，不久之后，方虚圣就会抵达岳阳楼，到时候，方虚圣应该会以象州总督的身份，宴请提前到的来宾，等到傍晚时分，看到圆月升起，才会正式开始中秋文会。”,24, 第1711章 加封太傅
    “方虚圣在岳阳楼上提前宴请各国重要宾客，会不会有好戏看？”,25, 第1711章 加封太傅
    “就算有好戏，我等离那么远也无法看到。不如就在酒楼等消息，相信会晤的过程后有人发到论榜上，酒楼只要有个举人，我们便能知道过程。”,26, 第1711章 加封太傅
    “张兄，你去不去？”,27, 第1711章 加封太傅
    张宗石微笑道：“我等文会即将开始再去，现在就算去了，也只是看人，我估计江边的海眼还在源源不断冒出人。”,28, 第1711章 加封太傅
    “说的也是……”,29, 第1711章 加封太傅
    时间慢慢过去，方运的马车依旧在路上向岳阳楼行驶，各地的读书人也开始向岳阳楼聚集，论榜上不断有人公布抵达中秋文会的重要人物，世家家主、各国大儒、豪门家主等等只要到达岳阳楼，都会引发众人的讨论。,30, 第1711章 加封太傅
    临近中午，一个举人突然在问友居大声道：“庆君宣布册封张龙象为太傅！”,31, 第1711章 加封太傅
    全场哗然。,32, 第1711章 加封太傅
    “两人关系，昭然若揭！”,33, 第1711章 加封太傅
    “太傅在古时与太师和太保位列三公，是天子之下权柄最大的三人。虽然在汉朝之后已经是虚衔，但也是最高的虚衔，新历以来，一般只有大儒才会被封为太傅。很多告老还乡的大员，往往会尽全力争取少傅、少师或少保三者之一的加衔，即便这三者远不如三公。”,34, 第1711章 加封太傅
    “这就怪了，太傅的作用便是教导皇帝，是皇帝国君的老师，地位尊崇，国君见到要主动行礼问候！一般对大学士加封虚衔，最多是太子太傅，给太子当老师而已。”,35, 第1711章 加封太傅
    “现在谁要是说庆君与张龙象没有关系，打死我都不信！”,36, 第1711章 加封太傅
    “宗石兄果然不凡，怪不得能入方虚圣法眼。”,37, 第1711章 加封太傅
    “再等等，张龙象未必愿意接受。”,38, 第1711章 加封太傅
    一刻钟后，那个举人又宣布一条论榜的消息，全酒楼沉默。,39, 第1711章 加封太傅
    张龙象在论榜之上接受庆国太傅之位，并说要在岳阳楼上领庆君圣旨。,40, 第1711章 加封太傅
    “现在无人怀疑张龙象与庆国的关系吧？现在无人怀疑《观洞庭湖赠庆君》的真正意图吧？”,41, 第1711章 加封太傅
    上一章有个小彩蛋，不知道有人发现没有，这两天会公布，至于在哪公布不能说，以前说过，再说的话会被网站罚。,42, 第1711章 加封太傅
    (未完待续。),43, 第1711章 加封太傅
    .....唐家三少的《斗罗大陆2绝世唐门》手游发布啦，想玩的书友们请关注微信公众号进行下载安装 ( 手游开服大全 搜索 sykfdq 按住3秒即可复制 ),44, 第1711章 加封太傅
    当如此多读书人的意志连成一体后，天地间的元气竟然发生异变，大量的元气向他们所在的地方凝聚，而其他地方的天地元气变得稀薄。,0, 第1731章 危如累卵
    这意味着，除非其余人联合起来进行对抗，否则任何单独一人想要攻击，战诗词形成的时间会延长超过一息，诗词的威力至少会下降一成。,1, 第1731章 危如累卵
    每个人都能感觉到，一道道狂风在环绕着方运对面的众人。,2, 第1731章 危如累卵
    远处的水妖竟然全部吓得潜入水中。,3, 第1731章 危如累卵
    庆国众官象州庆官雷家哭丧队庆江商行和巴空山等数万人仿佛成为巴陵城之主。,4, 第1731章 危如累卵
    虚圣的存废都好似只在他们一念之间。,5, 第1731章 危如累卵
    “欺我景国无人吗？”姜河川抬脚，看似只是普通的迈步，但这一步却飘飞数丈，落在方运身后。,6, 第1731章 危如累卵
    陆续有人走向方运。,7, 第1731章 危如累卵
    雷廷真冷哼一声，舌绽春雷道：“今日我雷家为上一任家主雷重漠之死来质问方运，乃是雷家与方家私仇，谁今日若与方运为友，便是与我雷家为敌，是与西海龙宫为敌！各位世家之人，迈步之前，请先发誓与我雷家永远敌对，万世不休！”,8, 第1731章 危如累卵
    宗甘雨突然道：“老夫以东圣阁阁老的身份提醒诸世家，既然是私仇，那便是两家私事，其余世家不得干涉。当然，若定然参与，那便是与雷家为敌，与龙宫为敌。你们谁家若是出了个文星龙爵，可以不在乎龙族，但我宗家可不如龙族，绝不会参与此事。”,9, 第1731章 危如累卵
    众多世家子弟停下来，世家有世家的规矩，即便世家之间有矛盾，能化解则化解，不能化解则冷处理，大不了减少来往。,10, 第1731章 危如累卵
    但矛盾若是上升到敌对的程度，比如像荀子世家与孟子世家，比如兵家与纵横家的世仇，比如荀子世家与墨子世家，比如李斯世家与韩非子世家，这些世家会从各方面敌对，双方在圣道上斗，在圣院里斗，在各国斗，在科举上斗，都文会上斗，在商业上斗……无所不斗。,11, 第1731章 危如累卵
    圣院有一条默认的规矩，那就是圣道之争和世家之争，圣院无权管辖，只能调解。,12, 第1731章 危如累卵
    在第一次两界山大战之前，许多世家子弟在内斗中文胆破碎文宫开裂或文位不保，只要不被抓住把柄，各世家敢用一切手段，甚至经常会牵连到关系不深的人。,13, 第1731章 危如累卵
    各国的党争跟世家和圣道之争比起来，简直就是在过家家。,14, 第1731章 危如累卵
    幸好第一次两界山大战出现，导致各世家的争斗有所减弱，但不代表各世家不可以用激烈的手段争斗。,15, 第1731章 危如累卵
    没有任何世家愿意与雷家为敌，雷家并不重要，重要的是龙族，全天下除了郦道元世家，任何世家都不敢与龙族公然对立。,16, 第1731章 危如累卵
    即便是郦道元世家，也只敢现在与龙族公然对立，一旦郦道元圣陨，他们与其他世家无异。,17, 第1731章 危如累卵
    掌握《水经注》的郦道元，在有水的地方，那便是一尊与任何龙族半圣平起平坐的强大存在。,18, 第1731章 危如累卵
    甚至有大龙王说过，郦道元若生在龙族的巅峰时代，所获爵位必然在星龙爵之上，至少会是月龙爵，与龙族大圣平起平坐。,19, 第1731章 危如累卵
    在场的所有人都知道，现在西海龙族与方运已经势如水火，当方运的友人已经有不小的风险，现在若与雷家公然对立，那西海龙族必然会对其世家进行制裁。,20, 第1731章 危如累卵
    龙族与人族的关系很微妙，龙族除了忌惮妖界攻破两界山危及龙族，对人族没有任何需要，反倒人族一直希望与龙族交流，因为龙族不仅是曾经的万界之主，掌握许多不为人知的秘密，还是四海之主，每一座龙宫都是巨大的宝藏，有大量人族需要的神物。,21, 第1731章 危如累卵
    每当人族缺少神物的时候，圣院必然会派出使团前往四海龙宫。,22, 第1731章 危如累卵
    各世家需要龙族，而龙族不在乎除孔圣世家和雷家之外的任何家族，这就是人族龙族与人族的现状。,23, 第1731章 危如累卵
    方运微笑着扫视众人，舌绽春雷道：“诸位好意我心领了，但我不能让诸位的家族陷入危机之中。当然，这是客气话，不客气地说，你们难道认为我方运还解决不了这些宵小虫豸吗？我面前这些人，有一个算一个，只是人族的败类，我方运岂会输给他们！”,24, 第1731章 危如累卵
    方运脚踏平步青云，面对着那些敌人，徐徐上升后退，向岳阳楼上飞去。,25, 第1731章 危如累卵
    姜河川微微一笑，点头道：“的确，老夫过于鲁莽了。诸位，这些蛇鼠此时出现，不过是为打击方运而已，但方运岂会被他们影响？现在已到子时，若是张龙象不来，那方虚圣便等于赢得此次文会，成为本代四大才子之首！”,26, 第1731章 危如累卵
    雷廷真不依不饶道：“方虚圣，你为何逃到岳阳楼上？在你交代完如何暗杀我雷家前任家主之前，你不得与张龙象文比！”,27, 第1731章 危如累卵
    方运面带淡淡的微笑，身体不断升高。,28, 第1731章 危如累卵
    许多人看着方运，都有些许诧异，因为方运的神色和之前一样，十分坦然，完全不把这些敌人放在眼里，同时还有一丝淡淡的嘲弄。,29, 第1731章 危如累卵
    江州读书人所在的地方，宁志远低声道：“方运为何如此镇定？姜河川先生说这些人来只是为了搅乱方运心神，明显是安慰之言，我都不相信他们来的目的如此简单。”,30, 第1731章 危如累卵
    “应该说，打击方运的心神只是他们最基本的目的，他们真正的目的，应该是与张龙象联手，让方运有莫大的损失。至于能让方运有何等损失，就不是我等可以知道的事了。”,31, 第1731章 危如累卵
    “不，你说的过于轻了，他们的目的，是要重创方运！”,32, 第1731章 危如累卵
    “什么？有这么凶险吗？”附近的读书人都难以置信看着马渊。,33, 第1731章 危如累卵
    马渊用力点了一下头，道：“我对整件事的来龙去脉了解不多，但庆君与谷君联手至此，雷家近乎倾巢而出，象州庆官全部撕破脸皮，宗家只差与方运公开圣道之争，并且以世家之争威胁，意味着他们的意图远远超出我们的想象。方运此刻，危如累卵。”,34, 第1731章 危如累卵
    “那我们应该如何帮助方运？”,35, 第1731章 危如累卵
    “我们？莫说我们，即便是河川先生也力有未逮。这件事涉及到的层次，已经远超我等的理解。我甚至怀疑，宗雷两家敢出手，定然有更强大的人在帮助他们。一旦他们失败，那个更强大的人物就会出手，所以他们才敢背负骂名如此。”,36, 第1731章 危如累卵
    “更强大的人物？雷家现任家主雷空鹤？还是文豪衣知世？除了他们两人，只能是四海的龙皇了。总不能是妖界的妖皇吧？”,37, 第1731章 危如累卵
    马渊摇摇头，道：“我也说不清楚，只是感觉，仅仅雷空鹤或衣知世还不够。”,38, 第1731章 危如累卵
    “那……”,39, 第1731章 危如累卵
    ...--看门事件，看性感车模，看校花美女，看明星写真请关注微信公众号( 美女岛 搜索 meinvdao123 按住3秒即可复制 ),40, 第1731章 危如累卵
    张龙象作诗的消息犹如一阵狂风席卷圣元大陆。,0, 第1710章 《观洞庭湖赠庆君》
    由于只有举人或更高文位的读书人能进入论榜，其余人只能在繁华地段等待那些举人公布才能得知。,1, 第1710章 《观洞庭湖赠庆君》
    问友居中有几位外地的举人，因为谈论文会席位没有去看论榜，现在听到有人大喊，他们几人立刻拿出官印，附近的人全部闭上嘴，静静地看向这些举人。,2, 第1710章 《观洞庭湖赠庆君》
    数息后，一个举人睁开眼，点点头，道：“张龙象的确已经作了一首诗，名为《观洞庭湖赠庆君》。”,3, 第1710章 《观洞庭湖赠庆君》
    酒楼掌柜立刻大喊：“快！快上笔墨纸砚！”,4, 第1710章 《观洞庭湖赠庆君》
    一旁的小二立刻拿起笔墨纸砚，冲向那位举人。,5, 第1710章 《观洞庭湖赠庆君》
    那举人点点头，提笔便写，一边写一边口诵。,6, 第1710章 《观洞庭湖赠庆君》
    八月湖水平，涵虚混太清。,7, 第1710章 《观洞庭湖赠庆君》
    气蒸云梦泽，波撼岳阳城。,8, 第1710章 《观洞庭湖赠庆君》
    欲济无舟楫，端居耻圣明。,9, 第1710章 《观洞庭湖赠庆君》
    坐观垂钓者，徒有羡鱼情。,10, 第1710章 《观洞庭湖赠庆君》
    那举人诵完首联和颔联后，众人纷纷点头，但听完全诗，许多人露出诧异之色。,11, 第1710章 《观洞庭湖赠庆君》
    “诗是好诗，但……不应该啊……”张宗石和多个读书人低声喃喃自语。,12, 第1710章 《观洞庭湖赠庆君》
    “这首诗难道有特别之处？王先生可否讲解一二？”一个少年书生询问身旁的老秀才。,13, 第1710章 《观洞庭湖赠庆君》
    那老秀才微笑道：“老夫不才，不说最后的颈联与尾联，只谈首联与颔联，这前四句实乃佳句。第一句的‘八月湖水平’虽是平铺直叙，但却准确描述八月洞庭湖的特点，那便是湖水已经涨到与岸边齐平，这个‘平’字一出，让人仿佛能感觉到洞庭湖水几乎满溢出来，用字之巧，实乃罕见。当年方虚圣曾作过一首‘海上生明月，天涯共此时’，其中用‘生’而不用‘升’，震撼世人，恰恰也是在中秋文会之上。当然，这个‘平’字比‘生’字稍逊半筹。”,14, 第1710章 《观洞庭湖赠庆君》
    附近的读书人轻轻点头，没想到这位老秀才见识如此不凡，都静静聆听，连那几个举人也放下官印。,15, 第1710章 《观洞庭湖赠庆君》
    “第二句‘涵虚混太清’中的‘涵虚’是指水面倒影天空的景象，而太清便是指天空，水影天空，与天混同。前一句是写洞庭湖的状，那此句描述洞庭湖的貌，用字取景之准，实乃上佳。这不得不让人想起张鸣州那首‘白日依山尽，黄河入海流’，两句所取之景，皆美如画。”,16, 第1710章 《观洞庭湖赠庆君》
    “先生说的是。”那少年书生连连点头。,17, 第1710章 《观洞庭湖赠庆君》
    “云梦泽便是洞庭湖的别称，岳阳也是巴陵城的别称，洞庭湖上水气蒸腾，风一吹，则波浪滚滚，风浪之大，仿佛要撼动巴陵城。你可知‘波撼岳阳城’这句妙在何处？”,18, 第1710章 《观洞庭湖赠庆君》
    “学生……不知。”少年面色微红。,19, 第1710章 《观洞庭湖赠庆君》
    “前面两句写湖水涨满，又写湖面与天空混在一起，一写水多，二写水面宽广，但无论如何写，都只是一座大湖而已，现在写洞庭湖的波浪仿佛能撼动巴陵城，便是与前面呼应，让洞庭湖有海洋之势。都说张鸣州非常人，亲眼见到这首诗，不得不佩服其才。”,20, 第1710章 《观洞庭湖赠庆君》
    “先生，您为何不讲后面四句？”,21, 第1710章 《观洞庭湖赠庆君》
    老秀才笑了笑，道：“老朽才疏学浅，看不懂后面四句。”说完，老秀才不再说话。,22, 第1710章 《观洞庭湖赠庆君》
    许多读书人听懂老秀才的话，但也有一些人仔细琢磨，隐约明白了一些事。,23, 第1710章 《观洞庭湖赠庆君》
    酒楼掌柜是个人精，见老秀才不谈后面四句，知道有忌讳，于是笑道：“来人，给这位老先生送上十二年份的巴陵老窖！谁能继续解读前四句？若获得认可，本店同样赠送一壶十二年份的巴陵老窖！”,24, 第1710章 《观洞庭湖赠庆君》
    许多喜酒的读书人双眼发亮，巴陵老窖是象州三大名酒之一，超过十年份的都极为昂贵，没想到这里还能赠送十二年份的。,25, 第1710章 《观洞庭湖赠庆君》
    就见一个嗜酒的中年童生道：“不才纵观全诗，想到更多。大家也知道，洞庭湖秋天风浪虽大，但说到‘波撼岳阳城’未免过于夸大。那么，张龙象为何如此写？以我之见，有两种可能。第一种可能，便是张龙象心中豪气万丈，认为自己携天地之势冲击巴陵城，夺下四大才子之首的位子，文压方运！至于第二种可能，那便只是张龙象心中思绪起伏，才气震荡，想要一展雄风，与洞庭湖的风浪相呼应，方可形成‘波撼岳阳城’。”,26, 第1710章 《观洞庭湖赠庆君》
    “不错！”众多读书人轻轻点头，若是花费时间，在场众人都可以做出这种解读，但这首诗刚出现便能如此迅速解读，说明此人颇有才气。,27, 第1710章 《观洞庭湖赠庆君》
    “好，赠这位客官一壶十二年份的巴陵老窖！”,28, 第1710章 《观洞庭湖赠庆君》
    于是，众人开始讨论这首诗的前四句，都觉“平”“混”“蒸”和“撼”四字用得极为准确，明明是文字，却让洞庭湖动了起来，实在是难得的好诗，至少是达府之诗，甚至有可能鸣州。,29, 第1710章 《观洞庭湖赠庆君》
    但是，许多人一直谈论这四句，避开后面那四句。,30, 第1710章 《观洞庭湖赠庆君》
    议论了许久，一个读书人笑道：“宗石老兄，我看众人都不提后四句，你可要站出来说说实话。”,31, 第1710章 《观洞庭湖赠庆君》
    许多读书人微笑着看向张宗石，在场只有他最适合接这个脏活。,32, 第1710章 《观洞庭湖赠庆君》
    张宗石早就知道会有人这么说，无奈一笑，道：“后面四句啊，我看没什么啊。无非是在说，张龙象觉得在君主圣明的时候闲居有些羞愧，想要渡过洞庭湖，却没有舟桨。闲坐在岸边看着那些钓鱼的人，空有羡慕之情，却没有鱼到手。后面四句简单易懂，哪有什么实话虚话。”,33, 第1710章 《观洞庭湖赠庆君》
    “宗石啊，你变了，不老实了！”,34, 第1710章 《观洞庭湖赠庆君》
    “是啊，张兄你避重就轻，这点可不好，非常不好！”,35, 第1710章 《观洞庭湖赠庆君》
    “身为虚圣血诗墙的拥有者，你不出手，谁人出手？你说吧，我是举人，有官印，可以把你的话发布到论榜之上。”一个举人笑道。,36, 第1710章 《观洞庭湖赠庆君》
    众人纷纷要求张宗石实话实说，张宗石推辞不过，只得开口。,37, 第1710章 《观洞庭湖赠庆君》
    “既然如此，那在下也顾不得背负骂名，张鸣州即便是两界山功臣，也得让人评说！这首诗前四句是佳诗，但后四句，只能说是假诗！后四句一言蔽之，求官。依在下之间，后四句无非是在说一件事，张龙象想离开文界，把冲破两界隔阂比作渡过洞庭湖，但是又找不到合适的地方落脚，毕竟圣元大陆对他来说人生地不熟。于是，他便昧着良心说庆君是圣明的君主，自己在他面前感到羞愧。他不是羡慕那些钓鱼之人，而是羡慕被庆君重用的官员，想要在庆国担任要职！那句‘波撼岳阳城’，实则暗示自己可以充当庆国先锋攻击方运与景国！”,38, 第1710章 《观洞庭湖赠庆君》
    .(未完待续。),39, 第1710章 《观洞庭湖赠庆君》
    最快更新，无弹窗阅读请。｛重庆大学巨.乳校花自拍，真正的童颜巨.乳照片 请关注微信公众号在线看美女(美女岛 搜索 meinvdao123 按住3秒即可复制 ),40, 第1710章 《观洞庭湖赠庆君》
    在听到方运的回击后，庆君脸上闪过一抹恼色，但旋即恢复正常，心中却有一丝悔意，同时更恨方运。,0, 第1706章 积不善之家
    在来象州之前，庆君已经与一些庆国官员商量过，自己不直接针对方运，让象州庆官与庆国官员下场与方运斗，避免遭到攻击，毕竟上一次方运文战象州的时候，可没少打击他，连带庆国读书人的声誉也受到影响，方运反而文名更盛。,1, 第1706章 积不善之家
    可现在倒好，庆君一句话没说，就惹了一身骚，明明不想下场，却被方运揪着衣领拽向擂台，想置身事外都不可能。,2, 第1706章 积不善之家
    最让庆君愤怒的是，现在方运身份不一般，这个场合也不一般，这件事，极可能会被列入正史，这对一代国君来说，是极大的污名。,3, 第1706章 积不善之家
    庆君心中思索，现在是应该继续保持沉默，还是主动攻击方运，或者主动化解？,4, 第1706章 积不善之家
    “主动化解极为不妥，那前前后后的手段等于失效；若是朕开口反击方运，倒也不错，关键是……说不过他，这些年里，还真没听说谁能骂得过他。唉，看来继续沉默是最好的选择。”,5, 第1706章 积不善之家
    等东城外的众人停止议论，过了数息，庆君始终没说话。,6, 第1706章 积不善之家
    聂长举则上前一步，然后转身面对庆君弯下腰，道：“下官为象州出现一个不讲礼仪的总督而向您道歉，文会之后，下官必然会上书弹劾方总督，怠慢友邦国君，有辱国体，令天下人嗤笑。”,7, 第1706章 积不善之家
    突然，一个舌绽春雷的声音响起：“我纠正你一个错误，令天下人嗤笑的不是方虚圣，是你这个生在象州长在象州在景国做官却对庆君奴颜婢膝的狗官！”,8, 第1706章 积不善之家
    大量读书人循声望去。,9, 第1706章 积不善之家
    “是武君！”,10, 第1706章 积不善之家
    “武君驾到，这下有好戏看了。”,11, 第1706章 积不善之家
    “双国君对一虚圣一国君，一定精彩。”,12, 第1706章 积不善之家
    “可惜那几位家主隐在人群中，一直不露面，否则一定天雷勾地火，轰动人族。”,13, 第1706章 积不善之家
    “说得好！狗官聂长举滚出象州！”李繁铭突然舌绽春雷大喊。,14, 第1706章 积不善之家
    方运的几个圣墟友人就在各处，听到李繁铭的声音，不远处的华玉青立刻跟着大喊。,15, 第1706章 积不善之家
    “狗官聂长举滚出象州！”,16, 第1706章 积不善之家
    江州的读书人一听，这正是帮方运的好时机，于是也跟着大喊。,17, 第1706章 积不善之家
    东城外还是以巴陵城和象州百姓居多，他们本来就喜欢方运而讨厌庆君，被众人这么一带，立刻跟着喊起来。,18, 第1706章 积不善之家
    “狗官聂长举滚出象州！”,19, 第1706章 积不善之家
    随后，一些不相干的各国人一看闹起来了，也跟着喊起来凑热闹。,20, 第1706章 积不善之家
    “狗官聂长举滚出象州！”,21, 第1706章 积不善之家
    巴陵城本就有数百万人，象州各地为了岳阳楼文会来这里的至少有五十万人，人族各地来的人已经超过百万。,22, 第1706章 积不善之家
    方运平静地看着庆君。,0, 第1705章 三旒庆君
    庆君也看着方运，眼中闪过一抹异色。,1, 第1705章 三旒庆君
    在这些天，庆国的细作已经探到与方运有关的大量谍报，庆君本以为自己对方运已经了如指掌，但是现在看到方运，却感到方运的双眼中仿佛蕴含无边无尽的海洋，倒映天空，深邃而神秘。,2, 第1705章 三旒庆君
    庆君咬着牙，没想到几年不见，方运竟然成长到如此境界，这种双目，有人命名为‘法理之目’，至少要巅峰大学士才能显现，可方运现在只是诚意境而已，说明方运的力量已经突破文位限制。,3, 第1705章 三旒庆君
    “法理”二字跟法家无关，法包括百家的规章制度，理则是众圣经典的义理，达成这种力量需要两个条件，一是对自身精修的众圣经典有足够深的理解，二则需要文宫力量足够强大，内部力量开始向外蔓延，纵横交织。,4, 第1705章 三旒庆君
    法理之目并不明显，一旦晋升大儒，圣道精深，双目中会显现出更清晰的异象。,5, 第1705章 三旒庆君
    被方运看一眼，庆君只觉全身上下都被看透，左手下意识放在左腰间一个明黄绣龙荷包上。,6, 第1705章 三旒庆君
    大多数人没有在意庆君这个举动，但少数读书人愕然，因为只有极少人知道，各国玉玺太大，国君携带不方便，一般国君会把玉玺放在含湖贝中，然后把含湖贝放在装饰性的荷包中，随时可以通过玉玺调动圣庙的力量。,7, 第1705章 三旒庆君
    这些读书人十分诧异，不明白发生了什么，导致庆君竟然感受到威胁，莫非方运暗中传音给庆君？,8, 第1705章 三旒庆君
    方运也在看庆君，与当年相比，庆君乍一看毫无变化，一身明黄色龙袍，头顶黑色平天冠，平天冠前后垂下珠串状的冠旒，前后各有三条白玉珠串，乃是三旒冠冕。,9, 第1705章 三旒庆君
    纵然这些人分布在巴陵城内外各处，在东城外的人也有八十万之多。,23, 第1706章 积不善之家
    当喝骂的人超过三十万后，声音如山崩海啸一般。,24, 第1706章 积不善之家
    当骂“狗官聂长举滚出象州”的人数超过五十万后，所有庆官面色微变，连庆君和庆国官员都暗道不好。,25, 第1706章 积不善之家
    聂长举的额头冒出细微的冷汗，想到一个极其可怕的事，而且就与方运有关。,26, 第1706章 积不善之家
    当年方运还是举人的时候，为了进圣墟，曾经进入孔城，参与中秋文会，而后与凶君起了冲突，结果发生一件事，百家送礼为方运，千夫所指向凶君。,27, 第1706章 积不善之家
    当年方运在孔城只不过是个外来的举人，而且那时候方运的文名刚刚起步，现在，方运已经是虚圣，而且是两州总督，是整个象州官位最高的官员，因为他而形成的万人喝骂，远远比凶君在孔城遇到的千夫所指更加严重，绝不可能仅仅是文胆蒙尘那么简单！,28, 第1706章 积不善之家
    聂长举慌了，当年连凶君那种半圣世家的天才都抵挡不住，自己更不可能抵挡严重十倍的千夫所指。,29, 第1706章 积不善之家
    此次数十万人喝骂不是提前准备，也不是人为控制，是有人开了个头后，数十万民众自发喝骂。,30, 第1706章 积不善之家
    尤其是本地象州人，对聂长举充满仇恨，骂得最狠的，便是那些有孩子的家长。他们都指着《民报》中的科举指南让自家孩子高中榜首，都希望方运能让自家好过一些，聂长举竟然敢弹劾方运，这能毁掉多少个家庭的希望？,31, 第1706章 积不善之家
    聂长举急忙向庆君投以求救的目光，但是他惊愕地发现，庆君竟然微微低着头，看向地面。,32, 第1706章 积不善之家
    在这一刹那，聂长举的怒火从胸口冲到头颅，几乎要炸开，自己辛辛苦苦都是为了庆国，在这种关键时候，庆君低头是什么意思？这是向自己认错，表示不会出手相助？,33, 第1706章 积不善之家
    一瞬间后，聂长举眼中闪过一抹哀色，千夫所指力量并没有直接的杀伤力，但这种力量可怕在于，若心志稍弱抵挡不住，心神就会受创，而且只能用更多的民心或国运来化解。,34, 第1706章 积不善之家
    在场的所有人中，只有庆君与谷君可以利用本国玉玺引动国运化解千夫所指，只有方运可以利用民心解除。,35, 第1706章 积不善之家
    此地是象州，是景国民心最浓厚之处，两位国君若是要救聂长举，需要耗费百倍于正常的国运，如此多的国运用来救大儒都需要商榷，绝不可能用来救区区翰林。,36, 第1706章 积不善之家
    聂长举立刻望向谷君，眼中充满哀求，因为他听说过，谷君颇为心善甚至有些懦弱，否则也不至于在百官的劝说下，放弃与杂家对抗转而合作，同时放权。,37, 第1706章 积不善之家
    谷君流露出犹豫之色，但是，一个谷国大学士连走数步，挡在谷君与聂长举之前，冷冷地看着聂长举。,38, 第1706章 积不善之家
    看到庆君的动作，方运心道庆君虽然眼圈微黑，面色微白，纵欲过度，精气神只能算尚可，但见识还在，看来觉察到自己的力量。,10, 第1705章 三旒庆君
    最后，方运的目光落在庆君的三旒冠冕上。,11, 第1705章 三旒庆君
    这种冕旒冠即俗称的平天冠，乃是人族最高层次的天子礼服组成部分，原本天子和诸侯公卿都可以戴。自从秦始皇称帝之后，便成为皇帝专属礼冠。,12, 第1705章 三旒庆君
    最高层次的平天冠是十二条珠串，每条镶嵌十二颗珠玉，只有在最盛大的典礼上才能穿戴，比如国君登基祭祀苍天或祭祀孔圣之时才能使用。根据场合的轻重，平天冠的珠串数量会减少，最少便是庆君现在穿戴的三条珠串平天冠。,13, 第1705章 三旒庆君
    按理说，国君访问其他国家，会见其他国君，至少应该用六旒平天冠，但现在只穿戴三旒平天冠，是在说明此次会见的层次很低。,14, 第1705章 三旒庆君
    许多人也发现了庆君的穿戴，若庆君不戴平天冠，或许可以上报礼殿小小惩罚一下庆君，但庆君带着平天冠，完全可以说只是来参加区区一州文会，与方虚圣和景国无关，穿戴三旒平天冠不违礼，让景国一干读书人难以反击。,15, 第1705章 三旒庆君
